titulo_documento_origem,titulo_documento_destino,Recomendacoes
Atacama - Geisers Del Tatio,Relevo do Brasil,2
Atacama - Salar de Tara,Relevo do Brasil,2
Atacama e Salar de Uyuni - Roteiro,Relevo do Brasil,1
Tauá Grande Hotel e Termas de Araxá,Remmel Apartamentos,4
Revelando a Foto - Schwabacher Landing,Remmel Apartamentos,1
Revelando a Foto - Copa do Mundo,Represa Hoover,11
Revelando a Foto - Capitólio,Represa Hoover,10
"Ponta do Campestre, linda vista da Chapada dos Guimarães",Represa Hoover,4
Revelando a Foto - Dia das Crianças,Represa Hoover,4
Revelando a Foto - Monument Valley,Represa Hoover,4
Islândia - Como Organizar uma Viagem de Campervan,República Parlamentar (Chile),7
Revelando a Foto - Rio del Diablo,República Parlamentar (Chile),6
Tiradentes e São João Del Rei em 50mm,República Parlamentar (Chile),6
Islândia - Como Dirigir,República Parlamentar (Chile),6
Circuito W - Vale Francês,República Parlamentar (Chile),4
Revelando a Foto - Brasil x Chile na Copa,República Socialista do Chile,2
Atacama - Tour do Vinho,República Socialista do Chile,1
Barreirinhas - Restaurante Barlavento,República Socialista do Chile,1
Belo Horizonte - Caminhada da Lua Cheia,República Socialista do Chile,1
Caburé - Almoço na Pousada do Paulo,República Socialista do Chile,1
Curitiba - Vem Pro Abraço,República de Entre Rios,8
Curitiba - Mercearia Bresser,República de Entre Rios,6
Curitiba - Cupcake Company,República de Entre Rios,4
Curitiba - Mercado Municipal,República de Entre Rios,4
Revelando a Foto - Jardim Botânico de Curitiba,República de Entre Rios,4
Alasca - Denali Morning Hostel,Reserva Biológica Augusto Ruschi,2
Barreirinhas - Restaurante Marina Tropical,Reserva Biológica Bom Jesus,5
Caburé - Almoço na Pousada do Paulo,Reserva Biológica Bom Jesus,5
Revelando a Foto - Zabriskie Point,Reserva Biológica Bom Jesus,4
Belo Horizonte - Caminhada da Lua Cheia,Reserva Biológica Bom Jesus,3
Cardosa - Flutuação no Rio Formiga,Reserva Biológica Bom Jesus,3
Fernando de Noronha - Parque Nacional Marinho,Reserva Biológica Estadual da Praia do Sul,7
Chapada dos Guimarães - Mirante do Centro Geodésico,Reserva Biológica Estadual da Praia do Sul,2
Revelando a Foto - Praia da Cacimba do Padre,Reserva Biológica Estadual da Praia do Sul,2
Revelando a Foto - Montserrat,Reserva Biológica Estadual da Praia do Sul,1
Belo Horizonte - Restaurante do Porto,Reserva Biológica Federal do Tinguá,4
Revelando a Foto - Igreja Nossa Senhora do Carmo,Reserva Biológica Federal do Tinguá,4
Revelando a Foto - Lago do Tauá Grande Hotel de Araxá,Reserva Biológica Federal do Tinguá,4
Revelando a Foto - Pôr do Sol no Yellowstone,Reserva Biológica Federal do Tinguá,4
Revelando a Foto - Roda Gigante em BH,Reserva Biológica Federal do Tinguá,4
Fernando de Noronha - Parque Nacional Marinho,Reserva Biológica Guaribas,13
Revelando a Foto - Pão de Açúcar,Reserva Biológica Guaribas,6
Barcelona - Parc Güell,Reserva Biológica Guaribas,4
Puerto Octay - Restaurante Rancho Espantapájaros,Reserva Biológica Guaribas,4
Revelando a Foto - Lago Meliquina,Reserva Biológica Guaribas,3
Vídeo - Episódio Maria Fumaça em Campinas,Reserva Biológica Ilha de Maracá,2
Praia do Rosa - Trilha para a Praia Vermelha,Reserva Biológica Marinha do Arvoredo,13
Santiago - Restaurante Liguria,Reserva Biológica Marinha do Arvoredo,12
Santa Catarina na Bagagem e a Praia do Rosa,Reserva Biológica Marinha do Arvoredo,9
Praia do Rosa - Pousada Vida Sol e Mar,Reserva Biológica Marinha do Arvoredo,8
Revelando a Foto - Pôr do Sol no Porto em Fernando de Noronha,Reserva Biológica Marinha do Arvoredo,8
Verão no Chile - Cuidado com os Tábanos,Reserva Biológica Morro dos Seis Lagos,4
Catas Altas - Um Passeio Pela Cidade e Região,Reserva Biológica Morro dos Seis Lagos,2
Revelando a Foto - Delicate Arch,Reserva Biológica Morro dos Seis Lagos,2
Revelando a Foto - Urso no Denali National Park,Reserva Biológica Morro dos Seis Lagos,2
Revelando a Foto - McWay Falls,Reserva Biológica Morro dos Seis Lagos,1
Blogueiros Por Minas - Parque Estadual do Rio Preto,Reserva Biológica Municipal de Poço d’Anta,2
Fernando de Noronha - Parque Nacional Marinho,Reserva Biológica Municipal de Poço d’Anta,2
Blogagem Coletiva - 12 Posts Especiais de 2012,Reserva Biológica Nascentes da Serra do Cachimbo,6
Santiago - Post índice,Reserva Biológica Nascentes da Serra do Cachimbo,4
Bariloche - Cerro Campanario,Reserva Biológica Nascentes da Serra do Cachimbo,3
Puerto Montt - Explorando a Região Portuária,Reserva Biológica Nascentes da Serra do Cachimbo,3
Quando ir para a Islândia,Reserva Biológica Nascentes da Serra do Cachimbo,3
Revelando a Foto - Detalhes em Caeté,Reserva Biológica Poço das Antas,5
Puerto Montt - Diversão para as Crianças,Reserva Biológica Poço das Antas,4
Revelando a Foto - Galeria Adriana Varejão,Reserva Biológica Poço das Antas,2
Revelando a Foto - Escadas da Sagrada Família,Reserva Biológica Poço das Antas,1
Revelando a Foto - Mesa Arch,Reserva Biológica Poço das Antas,1
Aparecida - Sala das Promessas,Reserva Biológica Professor José Ângelo Rizzo,4
Puerto Montt - Diversão para as Crianças,Reserva Biológica Professor José Ângelo Rizzo,2
Revelando a Foto - Barco no Lago Espejo Chico,Reserva Biológica Professor José Ângelo Rizzo,2
Alasca - Vida Selvagem no Denali National Park and Preserve,Reserva Biológica Professor José Ângelo Rizzo,1
Santiago - Palacio de la Moneda,Reserva Biológica Professor José Ângelo Rizzo,1
Chapada dos Guimarães - Mirante Morro dos Ventos,Reserva Biológica São Camilo,2
Catas Altas - Um Passeio Pela Cidade e Região,Reserva Biológica Tamboré,2
Revelando a Foto - Cotidiano em Tiradentes,Reserva Biológica Tamboré,1
Santiago - Tirando suas dúvidas - Ask me,Reserva Biológica Tamboré,1
Fernando de Noronha - Parque Nacional Marinho,Reserva Biológica União,1
São Luís - Igreja da Sé,Reserva Biológica da Contagem,5
Belo Horizonte - Restaurante do Porto,Reserva Biológica da Contagem,4
Blogs de Viagens,Reserva Biológica da Contagem,4
Mariana - Um Passeio Pela Cidade Histórica,Reserva Biológica da Contagem,4
Revelando a Foto - Visão de Formiga em Tiradentes,Reserva Biológica da Contagem,4
Revelando a Foto - McWay Falls,Reserva Biológica da Mata Escura,2
Belo Horizonte - Espaço TIM UFMG do Conhecimento,Reserva Biológica da Mata Escura,1
Kenai Fjords National Park - Passeio de Barco no Alasca,Reserva Biológica da Mata Escura,1
Blogs de Viagens,Reserva Biológica das Araucárias,2
Praia do Rosa - Pousada Vida Sol e Mar,Reserva Biológica das Araucárias,2
Revelando a Foto - Delicate Arch,Reserva Biológica das Araucárias,1
Revelando a Foto - Outubro Rosa,Reserva Biológica das Araucárias,1
Revelando a Foto - Yellowstone National Park,Reserva Biológica das Perobas,4
Chapada dos Guimarães - Pousada Casa da Quineira,Reserva Biológica de Araras,5
Revelando a Foto - Prédios em NY,Reserva Biológica de Araras,5
Parque Estadual do Rio Preto - O Que Fazer?,Reserva Biológica de Araras,4
Revelando a Foto - Lago do Tauá Grande Hotel de Araxá,Reserva Biológica de Araras,4
Kenai Fjords National Park - Passeio de Barco no Alasca,Reserva Biológica de Araras,3
Jalapão - Prainha,Reserva Biológica de Comboios,13
Vídeo - Episódio Cachoeira da Farofa na Serra do Cipó,Reserva Biológica de Comboios,3
Blogagem Coletiva - Foto Jacu: Você ainda vai ter uma!,Reserva Biológica de Comboios,2
Jalapão - Cânion Sussuapara,Reserva Biológica de Comboios,2
Revelando a Foto - Pôr do Sol no Porto em Fernando de Noronha,Reserva Biológica de Comboios,2
Jalapão - Cânion Sussuapara,Reserva Biológica de Duas Bocas,12
Jalapão - Capim Dourado,Reserva Biológica de Duas Bocas,8
Jalapão - Canoagem no Rio Novo,Reserva Biológica de Duas Bocas,8
Jalapão - O que Levar?,Reserva Biológica de Duas Bocas,7
Jalapão - Passeio pelas Dunas,Reserva Biológica de Duas Bocas,7
Bariloche - Isla Victoria y Bosque de Arrayanes,Reserva Biológica de Maicuru,1
Parque Nacional Lanín - Navegando pelos Lagos Huechulafquen e Epulafquen,Reserva Biológica de Maicuru,1
Revelando a Foto - McWay Falls,Reserva Biológica de Maicuru,1
Revelando a Foto - Retrospectiva 2012,Reserva Biológica de Maicuru,1
Santiago - Palacio de la Moneda,Reserva Biológica de Maicuru,1
Parque Estadual do Rio Preto - Trilha do Cerrado,Reserva Biológica de Pedra Talhada,2
Vídeo - Episódio Cachoeira da Farofa na Serra do Cipó,Reserva Biológica de Pedra Talhada,2
Curitiba - Artesanilo Café Bistrô,Reserva Biológica de Pedra Talhada,1
Vídeo - Episódio Casa da Quineira,Reserva Biológica de Pedra Talhada,1
Bariloche - Restaurante La Lola,Reserva Biológica de Saltinho,3
Belo Horizonte - Caminhada da Lua Cheia,Reserva Biológica de Saltinho,2
Revelando a Foto - Romance em Fernando de Noronha,Reserva Biológica de Saltinho,2
Santiago - Restaurante Aquí Está Coco,Reserva Biológica de Saltinho,2
Caburé - Almoço na Pousada do Paulo,Reserva Biológica de Saltinho,1
Revelando a Foto - Pôr do Sol no Porto em Fernando de Noronha,Reserva Biológica de Santa Isabel,5
Fernando de Noronha - Mergulho,Reserva Biológica de Santa Isabel,2
Blogs de Viagens,Reserva Biológica de Santa Isabel,1
Revelando a Foto - Horseshoe Bend,Reserva Biológica de Sooretama,10
Jalapão - Cânion Sussuapara,Reserva Biológica de Sooretama,9
Jalapão - Capim Dourado,Reserva Biológica de Sooretama,9
Jalapão - O que vem por aí,Reserva Biológica de Sooretama,7
Jalapão - Passeio pelas Dunas,Reserva Biológica de Sooretama,7
Revelando a Foto - Glacier Point no Yosemite,Reserva Biológica de São Donato,3
Revelando a Foto - Catedral de Barcelona,Reserva Biológica de São Donato,2
Revelando a Foto - Preto e branco em San Francisco,Reserva Biológica de São Donato,2
Revelando a Foto - Seward Highway,Reserva Biológica de São Donato,2
Revelando a Foto - McWay Falls,Reserva Biológica de São Sebastião do Paraíso,2
Blogueiros Por Minas - Parque Estadual do Rio Preto,Reserva Biológica de São Sebastião do Paraíso,1
Puerto Octay - Restaurante Rancho Espantapájaros,Reserva Biológica de São Sebastião do Paraíso,1
Revelando a Foto - Denali Park Road,Reserva Biológica de Una,2
Seward - Alaska SeaLife Center,Reserva Biológica de Una,2
Tauá Grande Hotel e Termas de Araxá,Reserva Biológica do Abufari,3
Revelando a Foto - Moldura da Praia do Sancho,Reserva Biológica do Abufari,2
Revelando a Foto - Pôr do Sol no Porto em Fernando de Noronha,Reserva Biológica do Abufari,2
Barreirinhas - Passeio de Voadeira pelo Rio Preguiças,Reserva Biológica do Abufari,1
Catas Altas - Um Passeio Pela Cidade e Região,Reserva Biológica do Abufari,1
Fernando de Noronha - Ilha Tour,Reserva Biológica do Córrego Grande,2
Revele Sua Foto - Pôr do Sol em Jericoacoara,Reserva Biológica do Córrego Grande,2
Jalapão - Cachoeira da Formiga,Reserva Biológica do Córrego Grande,1
Jalapão - Canoagem no Rio Novo,Reserva Biológica do Córrego Grande,1
Jalapão - Capim Dourado,Reserva Biológica do Córrego Grande,1
Jalapão - Cachoeira da Formiga,Reserva Biológica do Córrego do Veado,2
Jalapão - Passeio pelas Dunas,Reserva Biológica do Córrego do Veado,1
Jalapão - Trilha na Serra do Espírito Santo,Reserva Biológica do Córrego do Veado,1
Jalapão - Um Refresco para o Calor,Reserva Biológica do Córrego do Veado,1
Revelando a Foto - Flores no Epcot,Reserva Biológica do Córrego do Veado,1
Fernando de Noronha - Mergulho,Reserva Biológica do Guaporé,1
Frutillar - Um Pedaço da Alemanha no Chile,Reserva Biológica do Guaporé,1
Puerto Montt - Explorando a Região Portuária,Reserva Biológica do Guaporé,1
Tiradentes - Festival de Fotografia 2013,Reserva Biológica do Guaporé,1
Vídeo - Episódio Salar de Atacama,Reserva Biológica do Guaporé,1
Barreirinhas - Restaurante Marina Tropical,Reserva Biológica do Gurupi,14
Revelando a Foto - Silhueta nos Lençóis Maranhenses,Reserva Biológica do Gurupi,7
Vassouras - Pequenos Lençóis,Reserva Biológica do Gurupi,6
Revelando a Foto - Pôr do Sol no Porto em Fernando de Noronha,Reserva Biológica do Gurupi,4
Caburé - Passeando entre o Rio e o Mar,Reserva Biológica do Gurupi,2
Barcelona - Mercat de la Boqueria,Reserva Biológica do Ibirapuitã,2
Namíbia - Roteiro,Reserva Biológica do Jaru,2
Revelando a Foto - Orca no Sea World,Reserva Biológica do Lami José Lutzenberger,4
Revelando a Foto - Parque das Aves,Reserva Biológica do Lami José Lutzenberger,4
Revelando a Foto - Central Park em NY,Reserva Biológica do Lami José Lutzenberger,3
Bariloche - Restaurante Jauja,Reserva Biológica do Lami José Lutzenberger,2
Puerto Natales - Restaurante La Picada de Carlitos,Reserva Biológica do Lami José Lutzenberger,2
Jalapão - Transporte,Reserva Biológica do Rio Trombetas,3
Praia do Rosa - Trilha para a Praia Vermelha,Reserva Biológica do Rio Trombetas,2
Santa Catarina na Bagagem e a Praia do Rosa,Reserva Biológica do Rio Trombetas,2
Vídeo - Episódio Cachoeira da Farofa na Serra do Cipó,Reserva Biológica do Rio Trombetas,2
Kenai Fjords National Park - Trilha para o Harding Icefield,Reserva Biológica do Rio Trombetas,1
Mariana - Um Passeio Pela Cidade Histórica,Reserva Biológica do Uatumã,2
São Luís - Cidade dos Azulejos,Reserva Biológica do Uatumã,1
Barreirinhas - Restaurante Barlavento,Reserva Ecológica da Mata do Bacurizal e do Lago Caraparú,2
Revelando a Foto - Lençóis Maranhenses,Reserva Ecológica da Mata do Bacurizal e do Lago Caraparú,2
,Reserva Ecológica da Mata do Bacurizal e do Lago Caraparú,1
Barreirinhas - Passeio de Voadeira pelo Rio Preguiças,Reserva Ecológica da Mata do Bacurizal e do Lago Caraparú,1
Belo Horizonte - Restaurante Maria das Tranças,Reserva Ecológica da Mata do Bacurizal e do Lago Caraparú,1
Fernando de Noronha - Parque Nacional Marinho,Reserva Ecológica do IBGE,6
Namíbia - Roteiro,Reserva Ecológica do IBGE,2
Nova Zelândia - O Incrível Azul das Blue Pools,Reserva Ecológica do IBGE,2
Puerto Montt - Palafitos de Angelmó - Restaurante 15,Reserva Ecológica do IBGE,2
Seward - Alaska SeaLife Center,Reserva Extrativista Acaú-Goiana,2
Atins - O Famoso Camarão da Luzia,Reserva Extrativista Acaú-Goiana,1
Mandacaru - Visitando o Farol Preguiças,Reserva Extrativista Acaú-Goiana,1
Revelando a Foto - Antelope Canyon,Reserva Extrativista Acaú-Goiana,1
Revelando a Foto - Basílica de la Sagrada Família,Reserva Extrativista Acaú-Goiana,1
Jalapão - Alimentação,Reserva Extrativista do Extremo Norte do Tocantins,5
Palmas - Pôr do Sol na Ilha da Canela,Reserva Extrativista do Extremo Norte do Tocantins,4
Jalapão - Fervedouro do Soninho,Reserva Extrativista do Extremo Norte do Tocantins,4
Jalapão - Acampamento Korubo,Reserva Extrativista do Extremo Norte do Tocantins,3
Jalapão - Cachoeira da Velha,Reserva Extrativista do Extremo Norte do Tocantins,3
Kenai Fjords National Park - Trilha para o Harding Icefield,Reserva Florestal do Grajaú,2
Kenai Fjords National Park - Trilha do Exit Glacier,Reserva Florestal do Grajaú,1
Barcelona - Mercat de la Boqueria,Reserva Florestal do Morro Grande,1
Bariloche - Catedral Nuestra Señora del Nahuel Huapi,Reserva Florestal do Morro Grande,1
Revelando a Foto - Vitral,Reserva Florestal do Morro Grande,1
São Luís - Centro Histórico em Festa,Reserva Florestal do Morro Grande,1
Lençóis Maranhenses - Lagoa dos Peixes,Reserva Lagoa São Paulo,42
Lençóis Maranhenses - Lagoa Verde,Reserva Lagoa São Paulo,35
Revelando a Foto - Lençóis Maranhenses,Reserva Lagoa São Paulo,15
Cardosa - Flutuação no Rio Formiga,Reserva Lagoa São Paulo,13
Lençóis Maranhenses - Post Índice,Reserva Lagoa São Paulo,11
Revelando a Foto - Snake River Overlook,Reserva Legal,8
Revelando a Foto - Cascada los Alerces,Reserva Legal,5
Aplicativo - The Weather Channel - Previsão Meteorológica ,Reserva Legal,4
Barcelona - Bicing,Reserva Legal,4
Dicas de Fotografia - Como Tirar Fotos de Água em Movimento,Reserva Legal,4
Tiradentes - Festival de Fotografia 2013,Reserva Nacional Big Cypress,4
Revelando a Foto - Old Faithful Geyser,Reserva Nacional Big Cypress,3
Blogueiros Por Minas - Parque Estadual do Rio Doce,Reserva Nacional Big Cypress,2
Revelando a Foto - Grand Canyon National Park,Reserva Nacional Big Cypress,2
Revelando a Foto - Jardim Botânico de Belo Horizonte,Reserva Nacional Big Cypress,2
Bariloche - Isla Victoria y Bosque de Arrayanes,Reserva Natural Vale,4
Catas Altas - Um Passeio Pela Cidade e Região,Reserva Particular do Patrimônio Natural Estação Biológica da Mata do Sossego,4
Patagônia - Roteiro,Reserva Particular do Patrimônio Natural Estação Biológica da Mata do Sossego,3
São Luís - Um Olhar Fotográfico pelo Centro Histórico,Reserva Particular do Patrimônio Natural Estação Biológica da Mata do Sossego,3
Revelando a Foto - Detalhes em Caeté,Reserva Particular do Patrimônio Natural Estação Biológica da Mata do Sossego,2
